Agency,Site,Site AQS,Param,Param AQS,POC,Method,Duration,Date (LST),Unit,Concentration
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,6/18/2018,UG/M3,6.7
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,6/19/2018,UG/M3,4.3
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,6/20/2018,UG/M3,3.5
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,6/21/2018,UG/M3,2.9
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,6/22/2018,UG/M3,2.1
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,6/23/2018,UG/M3,1.9
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,6/24/2018,UG/M3,2.6
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,6/25/2018,UG/M3,2.3
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,6/26/2018,UG/M3,3.4
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,6/27/2018,UG/M3,3.5
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,6/28/2018,UG/M3,3.7
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,6/29/2018,UG/M3,2.9
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,6/30/2018,UG/M3,1.9
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,7/1/2018,UG/M3,1.7
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,7/2/2018,UG/M3,2.7
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,7/3/2018,UG/M3,4.5
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,7/4/2018,UG/M3,13.9
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,7/5/2018,UG/M3,6.7
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,7/6/2018,UG/M3,2.7
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,7/7/2018,UG/M3,1.9
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,7/8/2018,UG/M3,2.8
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,7/9/2018,UG/M3,3
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,7/10/2018,UG/M3,2.1
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,7/11/2018,UG/M3,4.3
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,7/12/2018,UG/M3,5.5
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,7/13/2018,UG/M3,6.8
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,7/14/2018,UG/M3,6.4
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,7/15/2018,UG/M3,6.2
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,7/16/2018,UG/M3,6.1
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,7/17/2018,UG/M3,5.3
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,7/18/2018,UG/M3,1.8
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,7/19/2018,UG/M3,4.8
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,7/20/2018,UG/M3,4.6
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,7/21/2018,UG/M3,4.7
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,7/22/2018,UG/M3,6.6
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,7/23/2018,UG/M3,4.2
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,7/24/2018,UG/M3,2.1
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,7/25/2018,UG/M3,2.8
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,7/26/2018,UG/M3,3.4
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,7/27/2018,UG/M3,2.4
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,7/28/2018,UG/M3,2.1
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,7/29/2018,UG/M3,2.9
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,7/30/2018,UG/M3,2.6
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,7/31/2018,UG/M3,4.9
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,8/1/2018,UG/M3,1.7
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,8/2/2018,UG/M3,1.4
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,8/3/2018,UG/M3,2
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,8/4/2018,UG/M3,3.9
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,8/5/2018,UG/M3,2.6
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,8/6/2018,UG/M3,2.9
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,8/7/2018,UG/M3,2.5
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,8/8/2018,UG/M3,3.8
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,8/9/2018,UG/M3,3.2
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,8/10/2018,UG/M3,1.8
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,8/11/2018,UG/M3,2.1
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,8/12/2018,UG/M3,4
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,8/13/2018,UG/M3,12.8
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,8/14/2018,UG/M3,57.7
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,8/15/2018,UG/M3,23.6
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,8/16/2018,UG/M3,83.7
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,8/20/2018,UG/M3,25.7
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,8/21/2018,UG/M3,42.5
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,8/22/2018,UG/M3,56.5
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,8/23/2018,UG/M3,4.1
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,8/24/2018,UG/M3,17.8
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,8/25/2018,UG/M3,15.4
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,8/26/2018,UG/M3,3.6
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,8/27/2018,UG/M3,5.8
WA1,Aberdeen-Division St,530272002,PM2.5-88502,88502,4,,24 Hrs,8/28/2018,UG/M3,6
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,5/30/2018,UG/M3,3
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,5/31/2018,UG/M3,2.4
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,6/1/2018,UG/M3,2.8
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,6/2/2018,UG/M3,3.7
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,6/3/2018,UG/M3,3
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,6/4/2018,UG/M3,2.8
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,6/5/2018,UG/M3,2.8
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,6/6/2018,UG/M3,3.1
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,6/7/2018,UG/M3,2.6
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,6/14/2018,UG/M3,2.1
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,6/15/2018,UG/M3,2.6
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,6/16/2018,UG/M3,3.4
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,6/17/2018,UG/M3,4
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,6/18/2018,UG/M3,5
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,6/19/2018,UG/M3,5.4
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,6/20/2018,UG/M3,4.9
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,6/21/2018,UG/M3,2.5
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,6/22/2018,UG/M3,3.4
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,6/23/2018,UG/M3,2.1
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,6/24/2018,UG/M3,3.5
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,6/25/2018,UG/M3,2.1
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,6/26/2018,UG/M3,2.7
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,6/27/2018,UG/M3,2.9
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,6/28/2018,UG/M3,3.3
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,6/29/2018,UG/M3,3.2
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,6/30/2018,UG/M3,2.3
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,7/1/2018,UG/M3,2
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,7/2/2018,UG/M3,2
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,7/3/2018,UG/M3,3.1
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,7/4/2018,UG/M3,9.7
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,7/5/2018,UG/M3,6.1
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,7/6/2018,UG/M3,2.2
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,7/7/2018,UG/M3,2.8
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,7/8/2018,UG/M3,2.9
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,7/9/2018,UG/M3,4.2
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,7/10/2018,UG/M3,2.9
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,7/11/2018,UG/M3,2.8
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,7/12/2018,UG/M3,3.9
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,7/13/2018,UG/M3,4.8
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,7/14/2018,UG/M3,3.3
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,7/15/2018,UG/M3,5.2
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,7/16/2018,UG/M3,6.5
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,7/17/2018,UG/M3,5.3
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,7/18/2018,UG/M3,3.2
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,7/19/2018,UG/M3,2.6
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,7/20/2018,UG/M3,3
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,7/21/2018,UG/M3,2.9
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,7/22/2018,UG/M3,4
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,7/23/2018,UG/M3,6
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,7/24/2018,UG/M3,5.3
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,7/25/2018,UG/M3,5.4
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,7/26/2018,UG/M3,5.6
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,7/27/2018,UG/M3,4.7
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,7/28/2018,UG/M3,3.9
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,7/29/2018,UG/M3,5.2
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,7/30/2018,UG/M3,5.3
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,7/31/2018,UG/M3,6.3
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,8/1/2018,UG/M3,6.3
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,8/2/2018,UG/M3,3.4
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,8/3/2018,UG/M3,2.2
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,8/4/2018,UG/M3,3
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,8/5/2018,UG/M3,3.2
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,8/6/2018,UG/M3,4.1
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,8/7/2018,UG/M3,6.3
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,8/8/2018,UG/M3,7
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,8/9/2018,UG/M3,7.4
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,8/10/2018,UG/M3,3
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,8/11/2018,UG/M3,2.2
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,8/12/2018,UG/M3,3.1
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,8/13/2018,UG/M3,6
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,8/14/2018,UG/M3,28.3
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,8/15/2018,UG/M3,26.4
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,8/16/2018,UG/M3,18.3
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,8/17/2018,UG/M3,4.4
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,8/18/2018,UG/M3,10.2
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,8/19/2018,UG/M3,22.4
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,8/20/2018,UG/M3,41.2
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,8/21/2018,UG/M3,48.3
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,8/22/2018,UG/M3,38.2
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,8/23/2018,UG/M3,35
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,8/24/2018,UG/M3,3.2
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,8/25/2018,UG/M3,9.6
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,8/26/2018,UG/M3,4.2
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,8/27/2018,UG/M3,3.4
OR1,Albany - Calapooia School,410430009,PM2.5-88502,88502,3,,24 Hrs,8/28/2018,UG/M3,6.6
WA1,Anacortes-202 Ave (SO-AQS),530570011,PM2.5-88101,88101,5,,24 Hrs,5/30/2018,UG/M3,4.2
WA1,Anacortes-202 Ave (SO-AQS),530570011,PM2.5-88101,88101,5,,24 Hrs,5/31/2018,UG/M3,2.3
WA1,Anacortes-202 Ave (SO-AQS),530570011,PM2.5-88101,88101,5,,24 Hrs,6/1/2018,UG/M3,4.5
WA1,Anacortes-202 Ave (SO-AQS),530570011,PM2.5-88101,88101,5,,24 Hrs,6/2/2018,UG/M3,4.5
WA1,Anacortes-202 Ave (SO-AQS),530570011,PM2.5-88101,88101,5,,24 Hrs,6/3/2018,UG/M3,4.4
WA1,Anacortes-202 Ave (SO-AQS),530570011,PM2.5-88101,88101,5,,24 Hrs,6/4/2018,UG/M3,2.5
WA1,Anacortes-202 Ave (SO-AQS),530570011,PM2.5-88101,88101,5,,24 Hrs,6/5/2018,UG/M3,3.2
WA1,Anacortes-202 Ave (SO-AQS),530570011,PM2.5-88101,88101,5,,24 Hrs,6/6/2018,UG/M3,3.7
WA1,Anacortes-202 Ave (SO-AQS),530570011,PM2.5-88101,88101,5,,24 Hrs,6/7/2018,UG/M3,3.7
WA1,Anacortes-202 Ave (SO-AQS),530570011,PM2.5-88101,88101,5,,24 Hrs,6/8/2018,UG/M3,4.8
WA1,Anacortes-202 Ave (SO-AQS),530570011,PM2.5-88101,88101,5,,24 Hrs,6/9/2018,UG/M3,2.2
WA1,Anacortes-202 Ave (SO-AQS),530570011,PM2.5-88101,88101,5,,24 Hrs,6/10/2018,UG/M3,2.5
WA1,Anacortes-202 Ave (SO-AQS),530570011,PM2.5-88101,88101,5,,24 Hrs,6/11/2018,UG/M3,2.9
WA1,Anacortes-202 Ave (SO-AQS),530570011,PM2.5-88101,88101,5,,24 Hrs,6/12/2018,UG/M3,3.3
WA1,Anacortes-202 Ave (SO-AQS),530570011,PM2.5-88101,88101,5,,24 Hrs,6/13/2018,UG/M3,3.9
WA1,Anacortes-202 Ave (SO-AQS),530570011,PM2.5-88101,88101,5,,24 Hrs,6/14/2018,UG/M3,2.8
WA1,Anacortes-202 Ave (SO-AQS),530570011,PM2.5-88101,88101,5,,24 Hrs,6/15/2018,UG/M3,2.7
WA1,Anacortes-202 Ave (SO-AQS),530570011,PM2.5-88101,88101,5,,24 Hrs,6/16/2018,UG/M3,5.8
WA1,Anacortes-202 Ave (SO-AQS),530570011,PM2.5-88101,88101,5,,24 Hrs,6/17/2018,UG/M3,6.8
WA1,Anacortes-202 Ave (SO-AQS),530570011,PM2.5-88101,88101,5,,24 Hrs,6/18/2018,UG/M3,10.2
WA1,Anacortes-202 Ave (SO-AQS),530570011,PM2.5-88101,88101,5,,24 Hrs,6/19/2018,UG/M3,7.7
WA1,Anacortes-202 Ave (SO-AQS),530570011,PM2.5-88101,88101,5,,24 Hrs,6/20/2018,UG/M3,3.9
WA1,Anacortes-202 Ave (SO-AQS),530570011,PM2.5-88101,88101,5,,24 Hrs,6/21/2018,UG/M3,4
WA1,Anacortes-202 Ave (SO-AQS),530570011,PM2.5-88101,88101,5,,24 Hrs,6/22/2018,UG/M3,1.5
WA1,Anacortes-202 Ave (SO-AQS),530570011,PM2.5-88101,88101,5,,24 Hrs,6/23/2018,UG/M3,4.5
WA1,Anacortes-202 Ave (SO-AQS),530570011,PM2.5-88101,88101,5,,24 Hrs,6/24/2018,UG/M3,3.4
WA1,Anacortes-202 Ave (SO-AQS),530570011,PM2.5-88101,88101,5,,24 Hrs,6/25/2018,UG/M3,2.3
WA1,Anacortes-202 Ave (SO-AQS),530570011,PM2.5-88101,88101,5,,24 Hrs,6/26/2018,UG/M3,3.3
WA1,Anacortes-202 Ave (SO-AQS),530570011,PM2.5-88101,88101,5,,24 Hrs,6/27/2018,UG/M3,5.3
WA1,Anacortes-202 Ave (SO-AQS),530570011,PM2.5-88101,88101,5,,24 Hrs,6/28/2018,UG/M3,4.3
WA1,Anacortes-202 Ave (SO-AQS),530570011,PM2.5-88101,88101,5,,24 Hrs,6/29/2018,UG/M3,6.3
WA1,Anacortes-202 Ave (SO-AQS),530570011,PM2.5-88101,88101,5,,24 Hrs,6/30/2018,UG/M3,2
WA1,Anacortes-202 Ave (SO-AQS),530570011,PM2.5-88101,88101,5,,24 Hrs,7/1/2018,UG/M3,1.8
WA1,Anacortes-202 Ave (SO-AQS),530570011,PM2.5-88101,88101,5,,24 Hrs,7/2/2018,UG/M3,3
WA1,Anacortes-202 Ave (SO-AQS),530570011,PM2.5-88101,88101,5,,24 Hrs,7/3/2018,UG/M3,5.5
WA1,Anacortes-202 Ave (SO-AQS),530570011,PM2.5-88101,88101,5,,24 Hrs,7/4/2018,UG/M3,6.2
WA1,Anacortes-202 Ave (SO-AQS),530570011,PM2.5-88101,88101,5,,24 Hrs,7/5/2018,UG/M3,8.6
WA1,Anacortes-202 Ave (SO-AQS),530570011,PM2.5-88101,88101,5,,24 Hrs,7/6/2018,UG/M3,4.4
WA1,Anacortes-202 Ave (SO-AQS),530570011,PM2.5-88101,88101,5,,24 Hrs,7/7/2018,UG/M3,3.8
WA1,Anacortes-202 Ave (SO-AQS),530570011,PM2.5-88101,88101,5,,24 Hrs,7/8/2018,UG/M3,4.8
WA1,Anacortes-202 Ave (SO-AQS),530570011,PM2.5-88101,88101,5,,24 Hrs,7/9/2018,UG/M3,3.3
WA1,Anacortes-202 Ave (SO-AQS),530570011,PM2.5-88101,88101,5,,24 Hrs,7/10/2018,UG/M3,3.3
WA1,Anacortes-202 Ave (SO-AQS),530570011,PM2.5-88101,88101,5,,24 Hrs,7/11/2018,UG/M3,4.9
WA1,Anacortes-202 Ave (SO-AQS),530570011,PM2.5-88101,88101,5,,24 Hrs,7/12/2018,UG/M3,6.7
WA1,Anacortes-202 Ave (SO-AQS),530570011,PM2.5-88101,88101,5,,24 Hrs,7/13/2018,UG/M3,6.5
WA1,Anacortes-202 Ave (SO-AQS),530570011,PM2.5-88101,88101,5,,24 Hrs,7/14/2018,UG/M3,8
WA1,Anacortes-202 Ave (SO-AQS),530570011,PM2.5-88101,88101,5,,24 Hrs,7/15/2018,UG/M3,10.4
WA1,Anacortes-202 Ave (SO-AQS),530570011,PM2.5-88101,88101,5,,24 Hrs,7/16/2018,UG/M3,9.1
WA1,Anacortes-202 Ave (SO-AQS),530570011,PM2.5-88101,88101,5,,24 Hrs,7/17/2018,UG/M3,8.7
WA1,Anacortes-202 Ave (SO-AQS),530570011,PM2.5-88101,88101,5,,24 Hrs,7/18/2018,UG/M3,4.9
WA1,Anacortes-202 Ave (SO-AQS),530570011,PM2.5-88101,88101,5,,24 Hrs,7/19/2018,UG/M3,5.2
WA1,Anacortes-202 Ave (SO-AQS),530570011,PM2.5-88101,88101,5,,24 Hrs,7/20/2018,UG/M3,6
WA1,Anacortes-202 Ave (SO-AQS),530570011,PM2.5-88101,88101,5,,24 Hrs,7/21/2018,UG/M3,5.7
WA1,Anacortes-202 Ave (SO-AQS),530570011,PM2.5-88101,88101,5,,24 Hrs,7/22/2018,UG/M3,7.1
WA1,Anacortes-202 Ave (SO-AQS),530570011,PM2.5-88101,88101,5,,24 Hrs,7/23/2018,UG/M3,7.7
WA1,Anacortes-202 Ave (SO-AQS),530570011,PM2.5-88101,88101,5,,24 Hrs,7/24/2018,UG/M3,4.7
WA1,Anacortes-202 Ave (SO-AQS),530570011,PM2.5-88101,88101,5,,24 Hrs,7/25/2018,UG/M3,5.7
WA1,Anacortes-202 Ave (SO-AQS),530570011,PM2.5-88101,88101,5,,24 Hrs,7/26/2018,UG/M3,6.7
WA1,Anacortes-202 Ave (SO-AQS),530570011,PM2.5-88101,88101,5,,24 Hrs,7/27/2018,UG/M3,4.3
